prior for non faulty data,accuracy,false positive
0.5,0.3717857142857143,0.0
0.501,0.3717857142857143,0.0
0.502,0.3717857142857143,0.0
0.503,0.3717857142857143,0.0
0.504,0.3717857142857143,0.0
0.505,0.3717857142857143,0.0
0.506,0.3717857142857143,0.0
0.507,0.3717857142857143,0.0
0.508,0.3717857142857143,0.0
0.509,0.3717857142857143,0.0
0.51,0.3717857142857143,0.0
0.511,0.3717857142857143,0.0
0.512,0.3717857142857143,0.0
0.513,0.3717857142857143,0.0
0.514,0.3717857142857143,0.0
0.515,0.3717857142857143,0.0
0.516,0.3717857142857143,0.0
0.517,0.3717857142857143,0.0
0.518,0.3717857142857143,0.0
0.519,0.3717857142857143,0.0
0.52,0.3717857142857143,0.0
0.521,0.3717857142857143,0.0
0.522,0.3717857142857143,0.0
0.523,0.3717857142857143,0.0
0.524,0.3717857142857143,0.0
0.525,0.3717857142857143,0.0
0.526,0.3717857142857143,0.0
0.527,0.3717857142857143,0.0
0.528,0.3717857142857143,0.0
0.529,0.3717857142857143,0.0
0.53,0.3717857142857143,0.0
0.531,0.3717857142857143,0.0
0.532,0.3717857142857143,0.0
0.533,0.3717857142857143,0.0
0.534,0.3717857142857143,0.0
0.535,0.3717857142857143,0.0
0.536,0.3717857142857143,0.0
0.537,0.3717857142857143,0.0
0.538,0.3717857142857143,0.0
0.539,0.3717857142857143,0.0
0.54,0.3717857142857143,0.0
0.541,0.3717857142857143,0.0
0.542,0.3717857142857143,0.0
0.543,0.3717857142857143,0.0
0.544,0.3717857142857143,0.0
0.545,0.3717857142857143,0.0
0.546,0.3717857142857143,0.0
0.547,0.3717857142857143,0.0
0.548,0.3717857142857143,0.0
0.549,0.3717857142857143,0.0
0.55,0.3717857142857143,0.0
0.551,0.3717857142857143,0.0
0.552,0.3717857142857143,0.0
0.553,0.3717857142857143,0.0
0.554,0.3717857142857143,0.0
0.555,0.3717857142857143,0.0
0.556,0.3717857142857143,0.0
0.557,0.3717857142857143,0.0
0.558,0.36964285714285716,0.0
0.559,0.36964285714285716,0.0
0.56,0.36964285714285716,0.0
0.561,0.36964285714285716,0.0
0.562,0.36964285714285716,0.0
0.5630000000000001,0.36964285714285716,0.0
0.5640000000000001,0.36964285714285716,0.0
0.5650000000000001,0.36964285714285716,0.0
0.5660000000000001,0.36964285714285716,0.0
0.5670000000000001,0.36964285714285716,0.0
0.5680000000000001,0.36964285714285716,0.0
0.5690000000000001,0.36964285714285716,0.0
0.5700000000000001,0.36964285714285716,0.0
0.5710000000000001,0.36964285714285716,0.0
0.5720000000000001,0.36964285714285716,0.0
0.5730000000000001,0.36964285714285716,0.0
0.5740000000000001,0.3696031746031746,0.0
0.5750000000000001,0.3696031746031746,0.0
0.5760000000000001,0.3696031746031746,0.0
0.577,0.3696031746031746,0.0
0.578,0.3696031746031746,0.0
0.579,0.3696031746031746,0.0
0.58,0.3696031746031746,0.0
0.581,0.3696031746031746,0.0
0.582,0.3696031746031746,0.0
0.583,0.3696031746031746,0.0
0.584,0.3696031746031746,0.0
0.585,0.3696031746031746,0.0
0.586,0.3696031746031746,0.0
0.587,0.3696031746031746,0.0
0.588,0.3696031746031746,0.0
0.589,0.3696031746031746,0.0
0.59,0.3696031746031746,0.0
0.591,0.3696031746031746,0.0
0.592,0.3696031746031746,0.0
0.593,0.3696031746031746,0.0
0.594,0.3696031746031746,0.0
0.595,0.3696031746031746,0.0
0.596,0.3696031746031746,0.0
0.597,0.3696031746031746,0.0
0.598,0.3696031746031746,0.0
0.599,0.3696031746031746,0.0
0.6,0.3696031746031746,0.0
0.601,0.3696031746031746,0.0
0.602,0.3696031746031746,0.0
0.603,0.3696031746031746,0.0
0.604,0.36956349206349204,0.0
0.605,0.36952380952380953,0.0
0.606,0.36952380952380953,0.0
0.607,0.36948412698412697,0.0
0.608,0.36948412698412697,0.0
0.609,0.36948412698412697,0.0
0.61,0.36948412698412697,0.0
0.611,0.36948412698412697,0.0
0.612,0.36948412698412697,0.0
0.613,0.36948412698412697,0.0
0.614,0.36948412698412697,0.0
0.615,0.36948412698412697,0.0
0.616,0.36944444444444446,0.0
0.617,0.36944444444444446,0.0
0.618,0.36944444444444446,0.0
0.619,0.36944444444444446,0.0
0.62,0.36944444444444446,0.0
0.621,0.36944444444444446,0.0
0.622,0.36944444444444446,0.0
0.623,0.36944444444444446,0.0
0.624,0.36944444444444446,0.0
0.625,0.36944444444444446,0.0
0.626,0.36944444444444446,0.0
0.627,0.36944444444444446,0.0
0.628,0.36944444444444446,0.0
0.629,0.36944444444444446,0.0
0.63,0.36944444444444446,0.0
0.631,0.36944444444444446,0.0
0.632,0.36944444444444446,0.0
0.633,0.36944444444444446,0.0
0.634,0.36944444444444446,0.0
0.635,0.36944444444444446,0.0
0.636,0.36944444444444446,0.0
0.637,0.36944444444444446,0.0
0.638,0.36944444444444446,0.0
0.639,0.36944444444444446,0.0
0.64,0.36944444444444446,0.0
0.641,0.36944444444444446,0.0
0.642,0.36944444444444446,0.0
0.643,0.36944444444444446,0.0
0.644,0.36944444444444446,0.0
0.645,0.36944444444444446,0.0
0.646,0.36944444444444446,0.0
0.647,0.3694047619047619,0.0
0.648,0.3694047619047619,0.0
0.649,0.3694047619047619,0.0
0.65,0.3694047619047619,0.0
0.651,0.3694047619047619,0.0
0.652,0.3694047619047619,0.0
0.653,0.3694047619047619,0.0
0.654,0.3694047619047619,0.0
0.655,0.3694047619047619,0.0
0.656,0.3694047619047619,0.0
0.657,0.3694047619047619,0.0
0.658,0.3694047619047619,0.0
0.659,0.3694047619047619,0.0
0.66,0.3694047619047619,0.0
0.661,0.3694047619047619,0.0
0.662,0.3694047619047619,0.0
0.663,0.3694047619047619,0.0
0.664,0.3694047619047619,0.0
0.665,0.3694047619047619,0.0
0.666,0.3694047619047619,0.0
0.667,0.3667063492063492,0.0
0.668,0.3667063492063492,0.0
0.669,0.3667063492063492,0.0
0.67,0.3667063492063492,0.0
0.671,0.3667063492063492,0.0
0.672,0.3667063492063492,0.0
0.673,0.3667063492063492,0.0
0.674,0.3667063492063492,0.0
0.675,0.3667063492063492,0.0
0.676,0.3667063492063492,0.0
0.677,0.3667063492063492,0.0
0.678,0.3667063492063492,0.0
0.679,0.3667063492063492,0.0
0.68,0.3667063492063492,0.0
0.681,0.3667063492063492,0.0
0.682,0.3667063492063492,0.0
0.683,0.3667063492063492,0.0
0.684,0.3667063492063492,0.0
0.685,0.36666666666666664,0.0
0.686,0.36666666666666664,0.0
0.687,0.36666666666666664,0.0
0.6880000000000001,0.36666666666666664,0.0
0.6890000000000001,0.36666666666666664,0.0
0.6900000000000001,0.36666666666666664,0.0
0.6910000000000001,0.36666666666666664,0.0
0.6920000000000001,0.36666666666666664,0.0
0.6930000000000001,0.36666666666666664,0.0
0.6940000000000001,0.36666666666666664,0.0
0.6950000000000001,0.36666666666666664,0.0
0.6960000000000001,0.36666666666666664,0.0
0.6970000000000001,0.36666666666666664,0.0
0.6980000000000001,0.36662698412698413,0.0
0.6990000000000001,0.36662698412698413,0.0
0.7000000000000001,0.36662698412698413,0.0
0.7010000000000001,0.36662698412698413,0.0
0.7020000000000001,0.36662698412698413,0.0
0.7030000000000001,0.36662698412698413,0.0
0.704,0.36662698412698413,0.0
0.705,0.36662698412698413,0.0
0.706,0.36662698412698413,0.0
0.707,0.36662698412698413,0.0
0.708,0.36662698412698413,0.0
0.709,0.36662698412698413,0.0
0.71,0.36662698412698413,0.0
0.711,0.36662698412698413,0.0
0.712,0.36662698412698413,0.0
0.713,0.36662698412698413,0.0
0.714,0.36662698412698413,0.0
0.715,0.36662698412698413,0.0
0.716,0.36662698412698413,0.0
0.717,0.36662698412698413,0.0
0.718,0.36662698412698413,0.0
0.719,0.3665873015873016,0.0
0.72,0.3665873015873016,0.0
0.721,0.3665873015873016,0.0
0.722,0.3665873015873016,0.0
0.723,0.36654761904761907,0.0
0.724,0.36654761904761907,0.0
0.725,0.36654761904761907,0.0
0.726,0.36654761904761907,0.0
0.727,0.36654761904761907,0.0
0.728,0.36654761904761907,0.0
0.729,0.36654761904761907,0.0
0.73,0.36654761904761907,0.0
0.731,0.36654761904761907,0.0
0.732,0.36654761904761907,0.0
0.733,0.36654761904761907,0.0
0.734,0.36654761904761907,0.0
0.735,0.36654761904761907,0.0
0.736,0.36654761904761907,0.0
0.737,0.36654761904761907,0.0
0.738,0.36654761904761907,0.0
0.739,0.36654761904761907,0.0
0.74,0.36654761904761907,0.0
0.741,0.36654761904761907,0.0
0.742,0.36654761904761907,0.0
0.743,0.36654761904761907,0.0
0.744,0.3665079365079365,0.0
0.745,0.3665079365079365,0.0
0.746,0.3665079365079365,0.0
0.747,0.3665079365079365,0.0
0.748,0.3665079365079365,0.0
0.749,0.3665079365079365,0.0
0.75,0.3665079365079365,0.0
0.751,0.3665079365079365,0.0
0.752,0.3665079365079365,0.0
0.753,0.3665079365079365,0.0
0.754,0.3665079365079365,0.0
0.755,0.3665079365079365,0.0
0.756,0.36646825396825394,0.0
0.757,0.36646825396825394,0.0
0.758,0.36646825396825394,0.0
0.759,0.36646825396825394,0.0
0.76,0.36646825396825394,0.0
0.761,0.36646825396825394,0.0
0.762,0.36646825396825394,0.0
0.763,0.36646825396825394,0.0
0.764,0.36646825396825394,0.0
0.765,0.36646825396825394,0.0
0.766,0.36646825396825394,0.0
0.767,0.36646825396825394,0.0
0.768,0.36646825396825394,0.0
0.769,0.36646825396825394,0.0
0.77,0.36646825396825394,0.0
0.771,0.36646825396825394,0.0
0.772,0.36646825396825394,0.0
0.773,0.36646825396825394,0.0
0.774,0.36642857142857144,0.0
0.775,0.36642857142857144,0.0
0.776,0.36642857142857144,0.0
0.777,0.36642857142857144,0.0
0.778,0.36642857142857144,0.0
0.779,0.3663888888888889,0.0
0.78,0.3663888888888889,0.0
0.781,0.3663888888888889,0.0
0.782,0.3663888888888889,0.0
0.783,0.3663888888888889,0.0
0.784,0.3663888888888889,0.0
0.785,0.3663888888888889,0.0
0.786,0.3663888888888889,0.0
0.787,0.3663095238095238,0.0
0.788,0.3638095238095238,0.0
0.789,0.3638095238095238,0.0
0.79,0.3638095238095238,0.0
0.791,0.3638095238095238,0.0
0.792,0.3638095238095238,0.0
0.793,0.3638095238095238,0.0
0.794,0.3638095238095238,0.0
0.795,0.3638095238095238,0.0
0.796,0.3638095238095238,0.0
0.797,0.3638095238095238,0.0
0.798,0.36376984126984124,0.0
0.799,0.36376984126984124,0.0
0.8,0.36373015873015874,0.0
0.801,0.36373015873015874,0.0
0.802,0.36373015873015874,0.0
0.803,0.36373015873015874,0.0
0.804,0.36373015873015874,0.0
0.805,0.36373015873015874,0.0
0.806,0.3636904761904762,0.0
0.807,0.36365079365079367,0.0
0.808,0.36365079365079367,0.0
0.809,0.36365079365079367,0.0
0.81,0.36365079365079367,0.0
0.811,0.36365079365079367,0.0
0.812,0.36365079365079367,0.0
0.8130000000000001,0.36365079365079367,0.0
0.8140000000000001,0.3636111111111111,0.0
0.8150000000000001,0.3636111111111111,0.0
0.8160000000000001,0.3636111111111111,0.0
0.8170000000000001,0.3636111111111111,0.0
0.8180000000000001,0.3636111111111111,0.0
0.8190000000000001,0.3636111111111111,0.0
0.8200000000000001,0.3636111111111111,0.0
0.8210000000000001,0.3636111111111111,0.0
0.8220000000000001,0.3636111111111111,0.0
0.8230000000000001,0.3636111111111111,0.0
0.8240000000000001,0.3636111111111111,0.0
0.8250000000000001,0.36357142857142855,0.0
0.8260000000000001,0.36357142857142855,0.0
0.8270000000000001,0.36357142857142855,0.0
0.8280000000000001,0.36357142857142855,0.0
0.8290000000000001,0.36357142857142855,0.0
0.8300000000000001,0.36357142857142855,0.0
0.8310000000000001,0.36357142857142855,0.0
0.8320000000000001,0.36357142857142855,0.0
0.833,0.36357142857142855,0.0
0.834,0.36353174603174604,0.0
0.835,0.36353174603174604,0.0
0.836,0.36353174603174604,0.0
0.837,0.36353174603174604,0.0
0.838,0.36353174603174604,0.0
0.839,0.36353174603174604,0.0
0.84,0.36353174603174604,0.0
0.841,0.36353174603174604,0.0
0.842,0.36353174603174604,0.0
0.843,0.36353174603174604,0.0
0.844,0.36353174603174604,0.0
0.845,0.36353174603174604,0.0
0.846,0.3634920634920635,0.0
0.847,0.3634920634920635,0.0
0.848,0.3634920634920635,0.0
0.849,0.3634920634920635,0.0
0.85,0.3634920634920635,0.0
0.851,0.36345238095238097,0.0
0.852,0.36345238095238097,0.0
0.853,0.36345238095238097,0.0
0.854,0.36345238095238097,0.0
0.855,0.36345238095238097,0.0
0.856,0.36345238095238097,0.0
0.857,0.36345238095238097,0.0
0.858,0.36345238095238097,0.0
0.859,0.3634126984126984,0.0
0.86,0.3634126984126984,0.0
0.861,0.36337301587301585,0.0
0.862,0.36337301587301585,0.0
0.863,0.36333333333333334,0.0
0.864,0.36333333333333334,0.0
0.865,0.36333333333333334,0.0
0.866,0.36333333333333334,0.0
0.867,0.36333333333333334,0.0
0.868,0.36333333333333334,0.0
0.869,0.3632936507936508,0.0
0.87,0.3632936507936508,0.0
0.871,0.3632936507936508,0.0
0.872,0.3632936507936508,0.0
0.873,0.3632936507936508,0.0
0.874,0.3632539682539683,0.0
0.875,0.3632539682539683,0.0
0.876,0.3632539682539683,0.0
0.877,0.3632539682539683,0.0
0.878,0.3632539682539683,0.0
0.879,0.3632539682539683,0.0
0.88,0.3632539682539683,0.0
0.881,0.3632539682539683,0.0
0.882,0.3632142857142857,0.0
0.883,0.3632142857142857,0.0
0.884,0.3632142857142857,0.0
0.885,0.3632142857142857,0.0
0.886,0.3632142857142857,0.0
0.887,0.3632142857142857,0.0
0.888,0.36317460317460315,0.0
0.889,0.36313492063492064,0.0
0.89,0.36313492063492064,0.0
0.891,0.36313492063492064,0.0
0.892,0.36313492063492064,0.0
0.893,0.36313492063492064,0.0
0.894,0.36313492063492064,0.0
0.895,0.36313492063492064,0.0
0.896,0.36313492063492064,0.0
0.897,0.36313492063492064,0.0
0.898,0.36313492063492064,0.0
0.899,0.36313492063492064,0.0
0.9,0.36313492063492064,0.0
0.901,0.36313492063492064,0.0
0.902,0.36313492063492064,0.0
0.903,0.36313492063492064,0.0
0.904,0.3630952380952381,0.0
0.905,0.3630555555555556,0.0
0.906,0.3630555555555556,0.0
0.907,0.3630555555555556,0.0
0.908,0.3630555555555556,0.0
0.909,0.3630555555555556,0.0
0.91,0.3630555555555556,0.0
0.911,0.3630555555555556,0.0
0.912,0.3630555555555556,0.0
0.913,0.36023809523809525,0.0
0.914,0.36023809523809525,0.0
0.915,0.36023809523809525,0.0
0.916,0.36023809523809525,0.0
0.917,0.36023809523809525,0.0
0.918,0.35753968253968255,0.0
0.919,0.35753968253968255,0.0
0.92,0.35753968253968255,0.0
0.921,0.35753968253968255,0.0
0.922,0.35753968253968255,0.0
0.923,0.35464285714285715,0.0
0.924,0.35464285714285715,0.0
0.925,0.35464285714285715,0.0
0.926,0.35464285714285715,0.0
0.927,0.35464285714285715,0.0
0.928,0.35464285714285715,0.0
0.929,0.3546031746031746,0.0
0.93,0.3546031746031746,0.0
0.931,0.3545634920634921,0.0
0.932,0.3545238095238095,0.0
0.933,0.35448412698412696,0.0
0.934,0.3543650793650794,0.0
0.935,0.3543650793650794,0.0
0.936,0.3543650793650794,0.0
0.937,0.3543253968253968,0.0
0.9380000000000001,0.35428571428571426,0.0
0.9390000000000001,0.35428571428571426,0.0
0.9400000000000001,0.35428571428571426,0.0
0.9410000000000001,0.35424603174603175,0.0
0.9420000000000001,0.35424603174603175,0.0
0.9430000000000001,0.35138888888888886,0.0
0.9440000000000001,0.35138888888888886,0.0
0.9450000000000001,0.35134920634920636,0.0
0.9460000000000001,0.35134920634920636,0.0
0.9470000000000001,0.3513095238095238,0.0
0.9480000000000001,0.3513095238095238,0.0
0.9490000000000001,0.3512698412698413,0.0
0.9500000000000001,0.3512698412698413,0.0
0.9510000000000001,0.3512698412698413,0.0
0.9520000000000001,0.3512301587301587,0.0
0.9530000000000001,0.3512301587301587,0.0
0.9540000000000001,0.3512301587301587,0.0
0.9550000000000001,0.3512301587301587,0.0
0.9560000000000001,0.35119047619047616,0.0
0.9570000000000001,0.35115079365079366,0.0
0.9580000000000001,0.35115079365079366,0.0
0.9590000000000001,0.35115079365079366,0.0
0.96,0.3511111111111111,0.0
0.961,0.3510714285714286,0.0
0.962,0.35103174603174603,0.0
0.963,0.35103174603174603,0.0
0.964,0.35103174603174603,0.0
0.965,0.35103174603174603,0.0
0.966,0.35103174603174603,0.0
0.967,0.35103174603174603,0.0
0.968,0.35103174603174603,0.0
0.969,0.35103174603174603,0.0
0.97,0.35099206349206347,0.0
0.971,0.35099206349206347,0.0
0.972,0.35099206349206347,0.0
0.973,0.35095238095238096,0.0
0.974,0.35095238095238096,0.0
0.975,0.35095238095238096,0.0
0.976,0.3508730158730159,0.0
0.977,0.35083333333333333,0.0
0.978,0.34809523809523807,0.0
0.979,0.3451190476190476,0.0
0.98,0.34214285714285714,0.0
0.981,0.3421031746031746,0.0
0.982,0.34206349206349207,0.0
0.983,0.34206349206349207,0.0
0.984,0.33924603174603174,0.0
0.985,0.33666666666666667,0.0
0.986,0.33666666666666667,0.0
0.987,0.3365873015873016,0.0
0.988,0.33654761904761904,0.0
0.989,0.3364285714285714,0.0
0.99,0.33630952380952384,0.0
0.991,0.33615079365079364,0.0
0.992,0.3359920634920635,0.0
0.993,0.33595238095238095,0.0
0.994,0.3357936507936508,0.0
0.995,0.3357142857142857,0.0
0.996,0.33555555555555555,0.0
0.997,0.3352380952380952,0.0
0.998,0.331984126984127,0.0
0.999,0.3203968253968254,0.0
1.0,0.047619047619047616,0.0
